 ********* BEGIN READER ****************************
 
 Nucleus            :  Se  34  96
 Imin, Imax         :     0  10
 imu, remu          :     1 12.0000
 ( 3   6) <--> ( 3   5)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   6) <--> ( 3   6)        0.000000      0.000000   (eb)
 ( 3   7) <--> ( 3   1)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   2)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   3)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   4)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   5)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   6)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   7) <--> ( 3   7)        0.000000      0.000000   (eb)
 ( 3   8) <--> ( 3   1)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   2)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   3)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   4)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   5)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   6)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   7)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   8) <--> ( 3   8)        0.000000      0.000000   (eb)
 ( 3   9) <--> ( 3   1)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   2)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   3)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   4)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   5)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   6)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   7)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   8)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 3   9)        0.000000      0.000000   (eb)
 ( 3  10) <--> ( 3   1)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   2)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   3)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   4)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   5)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   6)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   7)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   8)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3   9)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3  10)        0.000000      0.000000   (eb)
 ( 3   1) <--> ( 4   1)        0.485841      0.033720      0.026227   WU     8.620095      6.704519
 ( 3   1) <--> ( 4   2)        0.204876      0.005996      0.004664   WU     1.532873      1.192234
 ( 3   1) <--> ( 4   3)       -0.972640      0.135147      0.105114   WU    34.548461     26.871025
 ( 3   1) <--> ( 4   4)        0.167945      0.004029      0.003134   WU     1.030048      0.801149
 ( 3   1) <--> ( 4   5)       -0.010715      0.000016      0.000013   WU     0.004193      0.003261
 ( 3   1) <--> ( 4   6)        0.223212      0.007118      0.005536   WU     1.819533      1.415192
 ( 3   1) <--> ( 4   7)       -0.023150      0.000077      0.000060   WU     0.019571      0.015222
 ( 3   1) <--> ( 4   8)        0.015564      0.000035      0.000027   WU     0.008846      0.006880
 ( 3   1) <--> ( 4   9)        0.050144      0.000359      0.000279   WU     0.091824      0.071419
 ( 3   1) <--> ( 4  10)       -0.025247      0.000091      0.000071   WU     0.023278      0.018105
 ( 3   2) <--> ( 4   1)        0.019151      0.000052      0.000041   WU     0.013394      0.010418
 ( 3   2) <--> ( 4   2)       -0.000849      0.000000      0.000000   WU     0.000026      0.000020
 ( 3   2) <--> ( 4   3)       -0.448064      0.028680      0.022307   WU     7.331707      5.702439
 ( 3   2) <--> ( 4   4)        0.674963      0.065082      0.050619   WU    16.637340     12.940154
 ( 3   2) <--> ( 4   5)       -0.220039      0.006917      0.005380   WU     1.768171      1.375244
 ( 3   2) <--> ( 4   6)        0.442637      0.027990      0.021770   WU     7.155181      5.565141
 ( 3   2) <--> ( 4   7)       -1.255495      0.225181      0.175141   WU    57.564449     44.772349
 ( 3   2) <--> ( 4   8)       -0.116617      0.001943      0.001511   WU     0.496645      0.386280
 ( 3   2) <--> ( 4   9)       -0.408577      0.023848      0.018548   WU     6.096384      4.741632
 ( 3   2) <--> ( 4  10)        0.116826      0.001950      0.001516   WU     0.498425      0.387664
 ( 3   3) <--> ( 4   1)       -0.028339      0.000115      0.000089   WU     0.029328      0.022811
 ( 3   3) <--> ( 4   2)        0.021325      0.000065      0.000051   WU     0.016607      0.012917
 ( 3   3) <--> ( 4   3)       -0.055957      0.000447      0.000348   WU     0.114351      0.088939
 ( 3   3) <--> ( 4   4)       -0.054444      0.000423      0.000329   WU     0.108249      0.084194
 ( 3   3) <--> ( 4   5)        0.146741      0.003076      0.002393   WU     0.786372      0.611623
 ( 3   3) <--> ( 4   6)        0.835483      0.099719      0.077559   WU    25.491760     19.826924
 ( 3   3) <--> ( 4   7)       -0.332017      0.015748      0.012248   WU     4.025728      3.131122
 ( 3   3) <--> ( 4   8)        0.008520      0.000010      0.000008   WU     0.002651      0.002062
 ( 3   3) <--> ( 4   9)       -0.192547      0.005296      0.004119   WU     1.353928      1.053055
 ( 3   3) <--> ( 4  10)        0.392333      0.021989      0.017103   WU     5.621265      4.372095
 ( 3   4) <--> ( 4   1)       -0.001638      0.000000      0.000000   WU     0.000098      0.000076
 ( 3   4) <--> ( 4   2)        0.006657      0.000006      0.000005   WU     0.001618      0.001259
 ( 3   4) <--> ( 4   3)       -0.034270      0.000168      0.000130   WU     0.042889      0.033358
 ( 3   4) <--> ( 4   4)       -0.054335      0.000422      0.000328   WU     0.107815      0.083856
 ( 3   4) <--> ( 4   5)        0.055889      0.000446      0.000347   WU     0.114071      0.088722
 ( 3   4) <--> ( 4   6)       -0.008508      0.000010      0.000008   WU     0.002644      0.002056
 ( 3   4) <--> ( 4   7)        0.541249      0.041850      0.032550   WU    10.698377      8.320960
 ( 3   4) <--> ( 4   8)        0.071223      0.000725      0.000564   WU     0.185252      0.144085
 ( 3   4) <--> ( 4   9)        0.758820      0.082258      0.063979   WU    21.028206     16.355271
 ( 3   4) <--> ( 4  10)       -0.300699      0.012917      0.010047   WU     3.302078      2.568283
 ( 3   5) <--> ( 4   1)        0.013228      0.000025      0.000019   WU     0.006390      0.004970
 ( 3   5) <--> ( 4   2)       -0.002324      0.000001      0.000001   WU     0.000197      0.000153
 ( 3   5) <--> ( 4   3)        0.007840      0.000009      0.000007   WU     0.002245      0.001746
 ( 3   5) <--> ( 4   4)       -0.014307      0.000029      0.000023   WU     0.007475      0.005814
 ( 3   5) <--> ( 4   5)        0.007277      0.000008      0.000006   WU     0.001934      0.001504
 ( 3   5) <--> ( 4   6)       -0.010600      0.000016      0.000012   WU     0.004103      0.003192
 ( 3   5) <--> ( 4   7)       -0.044058      0.000277      0.000216   WU     0.070887      0.055134
 ( 3   5) <--> ( 4   8)        0.050495      0.000364      0.000283   WU     0.093114      0.072422
 ( 3   5) <--> ( 4   9)       -0.062016      0.000549      0.000427   WU     0.140455      0.109243
 ( 3   5) <--> ( 4  10)        0.867396      0.107482      0.083597   WU    27.476363     21.370505
 ( 3   6) <--> ( 4   1)       -0.000010      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   6) <--> ( 4   2)        0.007983      0.000009      0.000007   WU     0.002327      0.001810
 ( 3   6) <--> ( 4   3)       -0.000972      0.000000      0.000000   WU     0.000035      0.000027
 ( 3   6) <--> ( 4   4)       -0.003837      0.000002      0.000002   WU     0.000538      0.000418
 ( 3   6) <--> ( 4   5)        0.007751      0.000009      0.000007   WU     0.002194      0.001706
 ( 3   6) <--> ( 4   6)        0.010251      0.000015      0.000012   WU     0.003838      0.002985
 ( 3   6) <--> ( 4   7)       -0.025547      0.000093      0.000073   WU     0.023835      0.018539
 ( 3   6) <--> ( 4   8)        0.001344      0.000000      0.000000   WU     0.000066      0.000051
 ( 3   6) <--> ( 4   9)        0.001621      0.000000      0.000000   WU     0.000096      0.000075
 ( 3   6) <--> ( 4  10)       -0.006394      0.000006      0.000005   WU     0.001493      0.001161
 ( 3   7) <--> ( 4   1)        0.001635      0.000000      0.000000   WU     0.000098      0.000076
 ( 3   7) <--> ( 4   2)       -0.000123      0.000000      0.000000   WU     0.000001      0.000000
 ( 3   7) <--> ( 4   3)       -0.022853      0.000075      0.000058   WU     0.019072      0.014834
 ( 3   7) <--> ( 4   4)       -0.003377      0.000002      0.000001   WU     0.000416      0.000324
 ( 3   7) <--> ( 4   5)        0.004283      0.000003      0.000002   WU     0.000670      0.000521
 ( 3   7) <--> ( 4   6)        0.025705      0.000094      0.000073   WU     0.024131      0.018768
 ( 3   7) <--> ( 4   7)       -0.002747      0.000001      0.000001   WU     0.000276      0.000214
 ( 3   7) <--> ( 4   8)        0.001669      0.000000      0.000000   WU     0.000102      0.000079
 ( 3   7) <--> ( 4   9)       -0.051393      0.000377      0.000293   WU     0.096458      0.075023
 ( 3   7) <--> ( 4  10)        0.045660      0.000298      0.000232   WU     0.076138      0.059218
 ( 3   8) <--> ( 4   1)        0.006042      0.000005      0.000004   WU     0.001333      0.001037
 ( 3   8) <--> ( 4   2)       -0.002643      0.000001      0.000001   WU     0.000255      0.000198
 ( 3   8) <--> ( 4   3)        0.010966      0.000017      0.000013   WU     0.004392      0.003416
 ( 3   8) <--> ( 4   4)       -0.004841      0.000003      0.000003   WU     0.000856      0.000666
 ( 3   8) <--> ( 4   5)       -0.005831      0.000005      0.000004   WU     0.001242      0.000966
 ( 3   8) <--> ( 4   6)       -0.012787      0.000023      0.000018   WU     0.005971      0.004644
 ( 3   8) <--> ( 4   7)        0.014902      0.000032      0.000025   WU     0.008110      0.006308
 ( 3   8) <--> ( 4   8)        0.006833      0.000007      0.000005   WU     0.001705      0.001326
 ( 3   8) <--> ( 4   9)        0.010778      0.000017      0.000013   WU     0.004242      0.003300
 ( 3   8) <--> ( 4  10)       -0.051805      0.000383      0.000298   WU     0.098009      0.076230
 ( 3   9) <--> ( 4   1)       -0.005144      0.000004      0.000003   WU     0.000966      0.000752
 ( 3   9) <--> ( 4   2)        0.009180      0.000012      0.000009   WU     0.003077      0.002393
 ( 3   9) <--> ( 4   3)       -0.000159      0.000000      0.000000   WU     0.000001      0.000001
 ( 3   9) <--> ( 4   4)       -0.005877      0.000005      0.000004   WU     0.001261      0.000981
 ( 3   9) <--> ( 4   5)        0.003381      0.000002      0.000001   WU     0.000417      0.000325
 ( 3   9) <--> ( 4   6)        0.006432      0.000006      0.000005   WU     0.001511      0.001175
 ( 3   9) <--> ( 4   7)        0.000766      0.000000      0.000000   WU     0.000021      0.000017
 ( 3   9) <--> ( 4   8)       -0.008936      0.000011      0.000009   WU     0.002916      0.002268
 ( 3   9) <--> ( 4   9)        0.001209      0.000000      0.000000   WU     0.000053      0.000042
 ( 3   9) <--> ( 4  10)        0.003687      0.000002      0.000002   WU     0.000496      0.000386
 ( 3  10) <--> ( 4   1)        0.003476      0.000002      0.000001   WU     0.000441      0.000343
 ( 3  10) <--> ( 4   2)       -0.003297      0.000002      0.000001   WU     0.000397      0.000309
 ( 3  10) <--> ( 4   3)       -0.011318      0.000018      0.000014   WU     0.004678      0.003638
 ( 3  10) <--> ( 4   4)        0.000461      0.000000      0.000000   WU     0.000008      0.000006
 ( 3  10) <--> ( 4   5)        0.002757      0.000001      0.000001   WU     0.000278      0.000216
 ( 3  10) <--> ( 4   6)        0.007860      0.000009      0.000007   WU     0.002256      0.001755
 ( 3  10) <--> ( 4   7)        0.009109      0.000012      0.000009   WU     0.003030      0.002357
 ( 3  10) <--> ( 4   8)        0.006000      0.000005      0.000004   WU     0.001315      0.001023
 ( 3  10) <--> ( 4   9)        0.006339      0.000006      0.000004   WU     0.001467      0.001141
 ( 3  10) <--> ( 4  10)       -0.013372      0.000026      0.000020   WU     0.006531      0.005079
 ( 3   1) <--> ( 5   1)        1.017543      0.147913      0.094127   WU    37.811991     24.062176
 ( 3   1) <--> ( 5   2)        0.323312      0.014933      0.009503   WU     3.817391      2.429249
 ( 3   1) <--> ( 5   3)        0.003038      0.000001      0.000001   WU     0.000337      0.000214
 ( 3   1) <--> ( 5   4)       -0.053069      0.000402      0.000256   WU     0.102852      0.065451
 ( 3   1) <--> ( 5   5)       -0.034167      0.000167      0.000106   WU     0.042633      0.027130
 ( 3   1) <--> ( 5   6)       -0.001962      0.000001      0.000000   WU     0.000141      0.000089
 ( 3   1) <--> ( 5   7)        0.002639      0.000001      0.000001   WU     0.000254      0.000162
 ( 3   1) <--> ( 5   8)        0.012857      0.000024      0.000015   WU     0.006037      0.003842
 ( 3   1) <--> ( 5   9)       -0.020856      0.000062      0.000040   WU     0.015884      0.010108
 ( 3   1) <--> ( 5  10)        0.008301      0.000010      0.000006   WU     0.002517      0.001601
 ( 3   2) <--> ( 5   1)        0.442067      0.027918      0.017766   WU     7.136761      4.541575
 ( 3   2) <--> ( 5   2)        0.427482      0.026106      0.016613   WU     6.673604      4.246839
 ( 3   2) <--> ( 5   3)        1.379691      0.271935      0.173050   WU    69.516523     44.237788
 ( 3   2) <--> ( 5   4)        0.247592      0.008757      0.005573   WU     2.238715      1.424637
 ( 3   2) <--> ( 5   5)        0.008946      0.000011      0.000007   WU     0.002923      0.001860
 ( 3   2) <--> ( 5   6)       -0.013647      0.000027      0.000017   WU     0.006801      0.004328
 ( 3   2) <--> ( 5   7)       -0.105312      0.001584      0.001008   WU     0.405020      0.257740
 ( 3   2) <--> ( 5   8)       -0.010384      0.000015      0.000010   WU     0.003938      0.002506
 ( 3   2) <--> ( 5   9)       -0.001816      0.000000      0.000000   WU     0.000120      0.000077
 ( 3   2) <--> ( 5  10)        0.001623      0.000000      0.000000   WU     0.000096      0.000061
 ( 3   3) <--> ( 5   1)        0.011672      0.000019      0.000012   WU     0.004975      0.003166
 ( 3   3) <--> ( 5   2)        0.616966      0.054378      0.034604   WU    13.901014      8.846100
 ( 3   3) <--> ( 5   3)        0.309403      0.013676      0.008703   WU     3.496010      2.224734
 ( 3   3) <--> ( 5   4)        0.212871      0.006473      0.004119   WU     1.654849      1.053086
 ( 3   3) <--> ( 5   5)        1.275179      0.232297      0.147825   WU    59.383566     37.789542
 ( 3   3) <--> ( 5   6)        0.236175      0.007968      0.005071   WU     2.037002      1.296274
 ( 3   3) <--> ( 5   7)        0.006843      0.000007      0.000004   WU     0.001710      0.001088
 ( 3   3) <--> ( 5   8)       -0.031510      0.000142      0.000090   WU     0.036260      0.023074
 ( 3   3) <--> ( 5   9)       -0.004491      0.000003      0.000002   WU     0.000737      0.000469
 ( 3   3) <--> ( 5  10)       -0.042882      0.000263      0.000167   WU     0.067154      0.042734
 ( 3   4) <--> ( 5   1)        0.026422      0.000100      0.000063   WU     0.025494      0.016224
 ( 3   4) <--> ( 5   2)       -0.003092      0.000001      0.000001   WU     0.000349      0.000222
 ( 3   4) <--> ( 5   3)       -0.605839      0.052434      0.033367   WU    13.404114      8.529891
 ( 3   4) <--> ( 5   4)       -0.445121      0.028305      0.018012   WU     7.235700      4.604536
 ( 3   4) <--> ( 5   5)       -0.262119      0.009815      0.006246   WU     2.509126      1.596716
 ( 3   4) <--> ( 5   6)       -0.223776      0.007154      0.004552   WU     1.828736      1.163741
 ( 3   4) <--> ( 5   7)        1.426688      0.290777      0.185040   WU    74.333059     47.302856
 ( 3   4) <--> ( 5   8)       -0.094159      0.001267      0.000806   WU     0.323780      0.206042
 ( 3   4) <--> ( 5   9)        0.317690      0.014418      0.009175   WU     3.685788      2.345501
 ( 3   4) <--> ( 5  10)       -0.060245      0.000518      0.000330   WU     0.132547      0.084348
 ( 3   5) <--> ( 5   1)        0.002113      0.000001      0.000000   WU     0.000163      0.000104
 ( 3   5) <--> ( 5   2)       -0.000039      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   5) <--> ( 5   3)        0.006086      0.000005      0.000003   WU     0.001353      0.000861
 ( 3   5) <--> ( 5   4)        0.498362      0.035481      0.022579   WU     9.070130      5.771901
 ( 3   5) <--> ( 5   5)        0.656216      0.061517      0.039147   WU    15.725982     10.007443
 ( 3   5) <--> ( 5   6)        0.528355      0.039880      0.025378   WU    10.194716      6.487546
 ( 3   5) <--> ( 5   7)        0.265051      0.010036      0.006387   WU     2.565566      1.632633
 ( 3   5) <--> ( 5   8)        1.160031      0.192239      0.122334   WU    49.143205     31.272948
 ( 3   5) <--> ( 5   9)       -0.440050      0.027663      0.017604   WU     7.071789      4.500230
 ( 3   5) <--> ( 5  10)        0.310752      0.013795      0.008779   WU     3.526575      2.244184
 ( 3   6) <--> ( 5   1)        0.003579      0.000002      0.000001   WU     0.000468      0.000298
 ( 3   6) <--> ( 5   2)        0.001917      0.000001      0.000000   WU     0.000134      0.000085
 ( 3   6) <--> ( 5   3)        0.022397      0.000072      0.000046   WU     0.018320      0.011658
 ( 3   6) <--> ( 5   4)        0.008036      0.000009      0.000006   WU     0.002358      0.001501
 ( 3   6) <--> ( 5   5)       -0.137566      0.002703      0.001720   WU     0.691106      0.439795
 ( 3   6) <--> ( 5   6)       -0.764925      0.083587      0.053192   WU    21.367922     13.597768
 ( 3   6) <--> ( 5   7)        0.065570      0.000614      0.000391   WU     0.157011      0.099916
 ( 3   6) <--> ( 5   8)       -0.241389      0.008324      0.005297   WU     2.127944      1.354146
 ( 3   6) <--> ( 5   9)        0.094635      0.001279      0.000814   WU     0.327058      0.208128
 ( 3   6) <--> ( 5  10)       -0.086162      0.001061      0.000675   WU     0.271117      0.172529
 ( 3   7) <--> ( 5   1)        0.020962      0.000063      0.000040   WU     0.016047      0.010212
 ( 3   7) <--> ( 5   2)        0.026116      0.000097      0.000062   WU     0.024908      0.015851
 ( 3   7) <--> ( 5   3)        0.001311      0.000000      0.000000   WU     0.000063      0.000040
 ( 3   7) <--> ( 5   4)        0.046032      0.000303      0.000193   WU     0.077382      0.049243
 ( 3   7) <--> ( 5   5)        0.100199      0.001434      0.000913   WU     0.366648      0.233321
 ( 3   7) <--> ( 5   6)       -0.001101      0.000000      0.000000   WU     0.000044      0.000028
 ( 3   7) <--> ( 5   7)       -0.765455      0.083703      0.053266   WU    21.397528     13.616609
 ( 3   7) <--> ( 5   8)       -0.198395      0.005623      0.003578   WU     1.437424      0.914724
 ( 3   7) <--> ( 5   9)       -0.308782      0.013621      0.008668   WU     3.481991      2.215812
 ( 3   7) <--> ( 5  10)       -0.139286      0.002772      0.001764   WU     0.708500      0.450864
 ( 3   8) <--> ( 5   1)       -0.007374      0.000008      0.000005   WU     0.001986      0.001264
 ( 3   8) <--> ( 5   2)       -0.009638      0.000013      0.000008   WU     0.003392      0.002159
 ( 3   8) <--> ( 5   3)       -0.018818      0.000051      0.000032   WU     0.012932      0.008229
 ( 3   8) <--> ( 5   4)       -0.021069      0.000063      0.000040   WU     0.016212      0.010317
 ( 3   8) <--> ( 5   5)       -0.064034      0.000586      0.000373   WU     0.149741      0.095290
 ( 3   8) <--> ( 5   6)       -0.083867      0.001005      0.000639   WU     0.256864      0.163459
 ( 3   8) <--> ( 5   7)        0.114701      0.001879      0.001196   WU     0.480462      0.305749
 ( 3   8) <--> ( 5   8)       -0.357521      0.018260      0.011620   WU     4.667961      2.970521
 ( 3   8) <--> ( 5   9)        0.690522      0.068117      0.043347   WU    17.413236     11.081150
 ( 3   8) <--> ( 5  10)       -0.428410      0.026219      0.016685   WU     6.702603      4.265293
 ( 3   9) <--> ( 5   1)        0.000021      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 5   2)       -0.003124      0.000001      0.000001   WU     0.000356      0.000227
 ( 3   9) <--> ( 5   3)       -0.001712      0.000000      0.000000   WU     0.000107      0.000068
 ( 3   9) <--> ( 5   4)        0.005740      0.000005      0.000003   WU     0.001203      0.000766
 ( 3   9) <--> ( 5   5)        0.014046      0.000028      0.000018   WU     0.007205      0.004585
 ( 3   9) <--> ( 5   6)        0.046692      0.000311      0.000198   WU     0.079618      0.050666
 ( 3   9) <--> ( 5   7)       -0.003216      0.000001      0.000001   WU     0.000378      0.000240
 ( 3   9) <--> ( 5   8)        0.127664      0.002328      0.001482   WU     0.595201      0.378764
 ( 3   9) <--> ( 5   9)       -0.041958      0.000251      0.000160   WU     0.064292      0.040913
 ( 3   9) <--> ( 5  10)        0.672878      0.064681      0.041160   WU    16.534733     10.522103
 ( 3  10) <--> ( 5   1)        0.011147      0.000018      0.000011   WU     0.004538      0.002888
 ( 3  10) <--> ( 5   2)        0.011860      0.000020      0.000013   WU     0.005137      0.003269
 ( 3  10) <--> ( 5   3)       -0.011077      0.000018      0.000011   WU     0.004481      0.002852
 ( 3  10) <--> ( 5   4)       -0.013766      0.000027      0.000017   WU     0.006921      0.004404
 ( 3  10) <--> ( 5   5)        0.003702      0.000002      0.000001   WU     0.000501      0.000319
 ( 3  10) <--> ( 5   6)       -0.016840      0.000041      0.000026   WU     0.010356      0.006590
 ( 3  10) <--> ( 5   7)        0.037622      0.000202      0.000129   WU     0.051689      0.032893
 ( 3  10) <--> ( 5   8)        0.003933      0.000002      0.000001   WU     0.000565      0.000360
 ( 3  10) <--> ( 5   9)        0.071741      0.000735      0.000468   WU     0.187956      0.119608
 ( 3  10) <--> ( 5  10)        0.074138      0.000785      0.000500   WU     0.200727      0.127735
 ( 4   1) <--> ( 4   1)        0.368373      0.277788   (eb)
 ( 4   2) <--> ( 4   1)       -0.767121      0.065386      0.065386   WU    16.715062     16.715062
 ( 4   2) <--> ( 4   2)       -0.314464     -0.237136   (eb)
 ( 4   3) <--> ( 4   1)        0.201335      0.004504      0.004504   WU     1.151378      1.151378
 ( 4   3) <--> ( 4   2)       -0.799486      0.071020      0.071020   WU    18.155213     18.155213
 ( 4   3) <--> ( 4   3)       -0.147381     -0.111139   (eb)
 ( 4   4) <--> ( 4   1)       -0.005893      0.000004      0.000004   WU     0.000987      0.000987
 ( 4   4) <--> ( 4   2)       -0.326164      0.011820      0.011820   WU     3.021695      3.021695
 ( 4   4) <--> ( 4   3)       -0.101200      0.001138      0.001138   WU     0.290901      0.290901
 ( 4   4) <--> ( 4   4)       -0.519979     -0.392114   (eb)
 ( 4   5) <--> ( 4   1)       -0.035826      0.000143      0.000143   WU     0.036457      0.036457
 ( 4   5) <--> ( 4   2)        0.026897      0.000080      0.000080   WU     0.020549      0.020549
 ( 4   5) <--> ( 4   3)       -0.275284      0.008420      0.008420   WU     2.152486      2.152486
 ( 4   5) <--> ( 4   4)       -1.106271      0.135982      0.135982   WU    34.761856     34.761856
 ( 4   5) <--> ( 4   5)       -0.412138     -0.310792   (eb)
 ( 4   6) <--> ( 4   1)        0.068788      0.000526      0.000526   WU     0.134400      0.134400
 ( 4   6) <--> ( 4   2)       -0.152517      0.002585      0.002585   WU     0.660717      0.660717
 ( 4   6) <--> ( 4   3)        0.490605      0.026744      0.026744   WU     6.836669      6.836669
 ( 4   6) <--> ( 4   4)        0.173243      0.003335      0.003335   WU     0.852494      0.852494
 ( 4   6) <--> ( 4   5)       -0.177799      0.003513      0.003513   WU     0.897925      0.897925
 ( 4   6) <--> ( 4   6)        0.058749      0.044302   (eb)
 ( 4   7) <--> ( 4   1)       -0.003118      0.000001      0.000001   WU     0.000276      0.000276
 ( 4   7) <--> ( 4   2)       -0.021981      0.000054      0.000054   WU     0.013724      0.013724
 ( 4   7) <--> ( 4   3)        0.079576      0.000704      0.000704   WU     0.179862      0.179862
 ( 4   7) <--> ( 4   4)        0.092350      0.000948      0.000948   WU     0.242242      0.242242
 ( 4   7) <--> ( 4   5)       -1.044117      0.121131      0.121131   WU    30.965499     30.965499
 ( 4   7) <--> ( 4   6)        0.613065      0.041761      0.041761   WU    10.675622     10.675622
 ( 4   7) <--> ( 4   7)        0.253698      0.191313   (eb)
 ( 4   8) <--> ( 4   1)        0.017805      0.000035      0.000035   WU     0.009004      0.009004
 ( 4   8) <--> ( 4   2)        0.006430      0.000005      0.000005   WU     0.001174      0.001174
 ( 4   8) <--> ( 4   3)       -0.165182      0.003032      0.003032   WU     0.775003      0.775003
 ( 4   8) <--> ( 4   4)        0.058757      0.000384      0.000384   WU     0.098062      0.098062
 ( 4   8) <--> ( 4   5)       -0.341217      0.012937      0.012937   WU     3.307053      3.307053
 ( 4   8) <--> ( 4   6)       -1.005999      0.112448      0.112448   WU    28.745814     28.745814
 ( 4   8) <--> ( 4   7)       -0.284746      0.009009      0.009009   WU     2.303006      2.303006
 ( 4   8) <--> ( 4   8)       -0.332886     -0.251028   (eb)
 ( 4   9) <--> ( 4   1)       -0.000192      0.000000      0.000000   WU     0.000001      0.000001
 ( 4   9) <--> ( 4   2)       -0.060590      0.000408      0.000408   WU     0.104274      0.104274
 ( 4   9) <--> ( 4   3)       -0.012947      0.000019      0.000019   WU     0.004762      0.004762
 ( 4   9) <--> ( 4   4)        0.101215      0.001138      0.001138   WU     0.290986      0.290986
 ( 4   9) <--> ( 4   5)        0.523102      0.030404      0.030404   WU     7.772340      7.772340
 ( 4   9) <--> ( 4   6)       -0.065631      0.000479      0.000479   WU     0.122348      0.122348
 ( 4   9) <--> ( 4   7)       -0.158920      0.002806      0.002806   WU     0.717364      0.717364
 ( 4   9) <--> ( 4   8)        0.199421      0.004419      0.004419   WU     1.129587      1.129587
 ( 4   9) <--> ( 4   9)       -0.836975     -0.631159   (eb)
 ( 4  10) <--> ( 4   1)       -0.019699      0.000043      0.000043   WU     0.011023      0.011023
 ( 4  10) <--> ( 4   2)        0.014357      0.000023      0.000023   WU     0.005855      0.005855
 ( 4  10) <--> ( 4   3)        0.004172      0.000002      0.000002   WU     0.000494      0.000494
 ( 4  10) <--> ( 4   4)        0.033080      0.000122      0.000122   WU     0.031081      0.031081
 ( 4  10) <--> ( 4   5)       -0.029670      0.000098      0.000098   WU     0.025005      0.025005
 ( 4  10) <--> ( 4   6)        0.096538      0.001036      0.001036   WU     0.264715      0.264715
 ( 4  10) <--> ( 4   7)        0.646329      0.046416      0.046416   WU    11.865527     11.865527
 ( 4  10) <--> ( 4   8)       -0.540475      0.032457      0.032457   WU     8.297175      8.297175
 ( 4  10) <--> ( 4   9)       -0.217624      0.005262      0.005262   WU     1.345215      1.345215
 ( 4  10) <--> ( 4  10)       -0.022501     -0.016968   (eb)
 ( 4   1) <--> ( 5   1)        0.364474      0.014760      0.012076   WU     3.773221      3.087181
 ( 4   1) <--> ( 5   2)       -0.057551      0.000368      0.000301   WU     0.094078      0.076973
 ( 4   1) <--> ( 5   3)       -0.024202      0.000065      0.000053   WU     0.016638      0.013613
 ( 4   1) <--> ( 5   4)        0.022592      0.000057      0.000046   WU     0.014498      0.011862
 ( 4   1) <--> ( 5   5)       -0.018179      0.000037      0.000030   WU     0.009386      0.007680
 ( 4   1) <--> ( 5   6)        0.008856      0.000009      0.000007   WU     0.002228      0.001823
