 ********* BEGIN READER ****************************
 
 Nucleus            :  Ra  88 242
 Imin, Imax         :     0  10
 imu, remu          :     1 12.0000
 ( 3  10) <--> ( 3   9)        0.000000      0.000000      0.000000   WU     0.000000      0.000000
 ( 3  10) <--> ( 3  10)        0.000000      0.000000   (eb)
 ( 3   1) <--> ( 4   1)        1.872198      0.500732      0.389458   WU    36.965827     28.751199
 ( 3   1) <--> ( 4   2)        0.608096      0.052826      0.041087   WU     3.899787      3.033168
 ( 3   1) <--> ( 4   3)       -2.996302      1.282546      0.997536   WU    94.682096     73.641630
 ( 3   1) <--> ( 4   4)        0.744668      0.079219      0.061615   WU     5.848204      4.548603
 ( 3   1) <--> ( 4   5)        0.257679      0.009486      0.007378   WU     0.700254      0.544642
 ( 3   1) <--> ( 4   6)        0.356760      0.018182      0.014142   WU     1.342296      1.044008
 ( 3   1) <--> ( 4   7)        0.044610      0.000284      0.000221   WU     0.020988      0.016324
 ( 3   1) <--> ( 4   8)        0.511776      0.037416      0.029102   WU     2.762205      2.148382
 ( 3   1) <--> ( 4   9)        0.198294      0.005617      0.004369   WU     0.414682      0.322530
 ( 3   1) <--> ( 4  10)        0.037876      0.000205      0.000159   WU     0.015130      0.011767
 ( 3   2) <--> ( 4   1)       -0.040426      0.000233      0.000182   WU     0.017235      0.013405
 ( 3   2) <--> ( 4   2)        0.006242      0.000006      0.000004   WU     0.000411      0.000320
 ( 3   2) <--> ( 4   3)        2.175061      0.675841      0.525654   WU    49.893002     38.805668
 ( 3   2) <--> ( 4   4)        1.600113      0.365766      0.284484   WU    27.002122     21.001650
 ( 3   2) <--> ( 4   5)        0.144648      0.002989      0.002325   WU     0.220659      0.171624
 ( 3   2) <--> ( 4   6)       -2.212671      0.699416      0.543990   WU    51.633369     40.159287
 ( 3   2) <--> ( 4   7)       -3.607604      1.859258      1.446090   WU   137.257036    106.755473
 ( 3   2) <--> ( 4   8)        2.035253      0.591751      0.460251   WU    43.685142     33.977333
 ( 3   2) <--> ( 4   9)       -1.771034      0.448080      0.348507   WU    33.078849     25.727994
 ( 3   2) <--> ( 4  10)       -0.093868      0.001259      0.000979   WU     0.092925      0.072275
 ( 3   3) <--> ( 4   1)       -0.051664      0.000381      0.000297   WU     0.028149      0.021894
 ( 3   3) <--> ( 4   2)        0.010099      0.000015      0.000011   WU     0.001076      0.000837
 ( 3   3) <--> ( 4   3)        0.435346      0.027075      0.021058   WU     1.998783      1.554609
 ( 3   3) <--> ( 4   4)        0.193617      0.005355      0.004165   WU     0.395351      0.307496
 ( 3   3) <--> ( 4   5)       -0.256254      0.009381      0.007296   WU     0.692531      0.538635
 ( 3   3) <--> ( 4   6)        3.207840      1.470034      1.143359   WU   108.523087     84.406845
 ( 3   3) <--> ( 4   7)        3.077528      1.353025      1.052353   WU    99.885110     77.688419
 ( 3   3) <--> ( 4   8)       -2.641225      0.996581      0.775119   WU    73.571163     57.222015
 ( 3   3) <--> ( 4   9)        0.863289      0.106467      0.082808   WU     7.859756      6.113144
 ( 3   3) <--> ( 4  10)       -1.628291      0.378761      0.294592   WU    27.961514     21.747845
 ( 3   4) <--> ( 4   1)       -0.009137      0.000012      0.000009   WU     0.000881      0.000685
 ( 3   4) <--> ( 4   2)        0.011720      0.000020      0.000015   WU     0.001449      0.001127
 ( 3   4) <--> ( 4   3)        0.160403      0.003676      0.002859   WU     0.271345      0.211046
 ( 3   4) <--> ( 4   4)       -0.098928      0.001398      0.001087   WU     0.103213      0.080277
 ( 3   4) <--> ( 4   5)       -0.330769      0.015630      0.012156   WU     1.153841      0.897432
 ( 3   4) <--> ( 4   6)       -0.319060      0.014543      0.011311   WU     1.073597      0.835020
 ( 3   4) <--> ( 4   7)        0.264871      0.010022      0.007795   WU     0.739885      0.575466
 ( 3   4) <--> ( 4   8)       -0.829092      0.098199      0.076377   WU     7.249407      5.638427
 ( 3   4) <--> ( 4   9)       -1.136382      0.184480      0.143485   WU    13.618999     10.592554
 ( 3   4) <--> ( 4  10)        2.447944      0.856062      0.665826   WU    63.197498     49.153610
 ( 3   5) <--> ( 4   1)       -0.058356      0.000486      0.000378   WU     0.035915      0.027934
 ( 3   5) <--> ( 4   2)        0.004743      0.000003      0.000002   WU     0.000237      0.000185
 ( 3   5) <--> ( 4   3)       -0.027168      0.000105      0.000082   WU     0.007784      0.006054
 ( 3   5) <--> ( 4   4)        0.207810      0.006169      0.004798   WU     0.455437      0.354229
 ( 3   5) <--> ( 4   5)        0.411867      0.024233      0.018848   WU     1.789002      1.391446
 ( 3   5) <--> ( 4   6)        0.688124      0.067645      0.052613   WU     4.993797      3.884064
 ( 3   5) <--> ( 4   7)        0.213842      0.006533      0.005081   WU     0.482264      0.375094
 ( 3   5) <--> ( 4   8)        2.219919      0.704006      0.547560   WU    51.972217     40.422836
 ( 3   5) <--> ( 4   9)        0.143474      0.002941      0.002287   WU     0.217092      0.168849
 ( 3   5) <--> ( 4  10)        0.928069      0.123045      0.095701   WU     9.083585      7.065011
 ( 3   6) <--> ( 4   1)       -0.013431      0.000026      0.000020   WU     0.001903      0.001480
 ( 3   6) <--> ( 4   2)       -0.009633      0.000013      0.000010   WU     0.000979      0.000761
 ( 3   6) <--> ( 4   3)       -0.196037      0.005490      0.004270   WU     0.405298      0.315232
 ( 3   6) <--> ( 4   4)        0.174615      0.004356      0.003388   WU     0.321559      0.250101
 ( 3   6) <--> ( 4   5)        0.206915      0.006116      0.004757   WU     0.451525      0.351186
 ( 3   6) <--> ( 4   6)        0.415728      0.024690      0.019203   WU     1.822701      1.417656
 ( 3   6) <--> ( 4   7)       -0.084676      0.001024      0.000797   WU     0.075617      0.058813
 ( 3   6) <--> ( 4   8)        0.880278      0.110698      0.086099   WU     8.172154      6.356120
 ( 3   6) <--> ( 4   9)        0.223865      0.007159      0.005568   WU     0.528531      0.411080
 ( 3   6) <--> ( 4  10)       -0.030252      0.000131      0.000102   WU     0.009652      0.007507
 ( 3   7) <--> ( 4   1)       -0.035763      0.000183      0.000142   WU     0.013488      0.010491
 ( 3   7) <--> ( 4   2)        0.012035      0.000021      0.000016   WU     0.001527      0.001188
 ( 3   7) <--> ( 4   3)        0.030515      0.000133      0.000103   WU     0.009820      0.007638
 ( 3   7) <--> ( 4   4)        0.003755      0.000002      0.000002   WU     0.000149      0.000116
 ( 3   7) <--> ( 4   5)       -0.030163      0.000130      0.000101   WU     0.009595      0.007463
 ( 3   7) <--> ( 4   6)        0.122198      0.002133      0.001659   WU     0.157480      0.122485
 ( 3   7) <--> ( 4   7)       -0.045322      0.000293      0.000228   WU     0.021663      0.016849
 ( 3   7) <--> ( 4   8)        0.069272      0.000686      0.000533   WU     0.050608      0.039362
 ( 3   7) <--> ( 4   9)        0.111147      0.001765      0.001373   WU     0.130285      0.101333
 ( 3   7) <--> ( 4  10)       -0.007248      0.000008      0.000006   WU     0.000554      0.000431
 ( 3   8) <--> ( 4   1)       -0.012721      0.000023      0.000018   WU     0.001707      0.001327
 ( 3   8) <--> ( 4   2)        0.001458      0.000000      0.000000   WU     0.000022      0.000017
 ( 3   8) <--> ( 4   3)       -0.047720      0.000325      0.000253   WU     0.024016      0.018679
 ( 3   8) <--> ( 4   4)        0.032798      0.000154      0.000120   WU     0.011344      0.008823
 ( 3   8) <--> ( 4   5)        0.010147      0.000015      0.000011   WU     0.001086      0.000845
 ( 3   8) <--> ( 4   6)        0.123966      0.002195      0.001708   WU     0.162071      0.126055
 ( 3   8) <--> ( 4   7)        0.043263      0.000267      0.000208   WU     0.019739      0.015353
 ( 3   8) <--> ( 4   8)        0.091954      0.001208      0.000939   WU     0.089173      0.069357
 ( 3   8) <--> ( 4   9)        0.044993      0.000289      0.000225   WU     0.021350      0.016605
 ( 3   8) <--> ( 4  10)        0.035217      0.000177      0.000138   WU     0.013080      0.010173
 ( 3   9) <--> ( 4   1)       -0.013439      0.000026      0.000020   WU     0.001905      0.001481
 ( 3   9) <--> ( 4   2)       -0.000042      0.000000      0.000000   WU     0.000000      0.000000
 ( 3   9) <--> ( 4   3)       -0.090644      0.001174      0.000913   WU     0.086651      0.067395
 ( 3   9) <--> ( 4   4)        0.050619      0.000366      0.000285   WU     0.027022      0.021017
 ( 3   9) <--> ( 4   5)        0.000594      0.000000      0.000000   WU     0.000004      0.000003
 ( 3   9) <--> ( 4   6)        0.059537      0.000506      0.000394   WU     0.037383      0.029076
 ( 3   9) <--> ( 4   7)       -0.038583      0.000213      0.000165   WU     0.015699      0.012211
 ( 3   9) <--> ( 4   8)        0.219724      0.006897      0.005364   WU     0.509159      0.396012
 ( 3   9) <--> ( 4   9)       -0.049681      0.000353      0.000274   WU     0.026030      0.020246
 ( 3   9) <--> ( 4  10)        0.117258      0.001964      0.001528   WU     0.145005      0.112782
 ( 3  10) <--> ( 4   1)       -0.026485      0.000100      0.000078   WU     0.007397      0.005754
 ( 3  10) <--> ( 4   2)        0.014416      0.000030      0.000023   WU     0.002192      0.001705
 ( 3  10) <--> ( 4   3)        0.028287      0.000114      0.000089   WU     0.008438      0.006563
 ( 3  10) <--> ( 4   4)       -0.052633      0.000396      0.000308   WU     0.029216      0.022723
 ( 3  10) <--> ( 4   5)        0.007000      0.000007      0.000005   WU     0.000517      0.000402
 ( 3  10) <--> ( 4   6)        0.003346      0.000002      0.000001   WU     0.000118      0.000092
 ( 3  10) <--> ( 4   7)        0.062058      0.000550      0.000428   WU     0.040616      0.031590
 ( 3  10) <--> ( 4   8)       -0.088787      0.001126      0.000876   WU     0.083138      0.064663
 ( 3  10) <--> ( 4   9)       -0.023280      0.000077      0.000060   WU     0.005715      0.004445
 ( 3  10) <--> ( 4  10)        0.032127      0.000147      0.000115   WU     0.010885      0.008466
 ( 3   1) <--> ( 5   1)        3.312677      1.567690      0.997621   WU   115.732425     73.647907
 ( 3   1) <--> ( 5   2)        1.075123      0.165127      0.105081   WU    12.190253      7.757434
 ( 3   1) <--> ( 5   3)        0.006676      0.000006      0.000004   WU     0.000470      0.000299
 ( 3   1) <--> ( 5   4)        0.244642      0.008550      0.005441   WU     0.631189      0.401666
 ( 3   1) <--> ( 5   5)       -0.035214      0.000177      0.000113   WU     0.013078      0.008322
 ( 3   1) <--> ( 5   6)        0.125349      0.002245      0.001428   WU     0.165707      0.105450
 ( 3   1) <--> ( 5   7)        0.101341      0.001467      0.000934   WU     0.108310      0.068925
 ( 3   1) <--> ( 5   8)       -0.007063      0.000007      0.000005   WU     0.000526      0.000335
 ( 3   1) <--> ( 5   9)       -0.065877      0.000620      0.000395   WU     0.045769      0.029126
 ( 3   1) <--> ( 5  10)       -0.094105      0.001265      0.000805   WU     0.093394      0.059433
 ( 3   2) <--> ( 5   1)       -1.280120      0.234101      0.148973   WU    17.282162     10.997740
 ( 3   2) <--> ( 5   2)       -0.758615      0.082214      0.052318   WU     6.069319      3.862294
 ( 3   2) <--> ( 5   3)        5.072379      3.675576      2.339003   WU   271.344048    172.673485
 ( 3   2) <--> ( 5   4)        0.445662      0.028374      0.018056   WU     2.094634      1.332949
 ( 3   2) <--> ( 5   5)        0.847961      0.102720      0.065367   WU     7.583131      4.825629
 ( 3   2) <--> ( 5   6)        0.180491      0.004654      0.002962   WU     0.343562      0.218631
 ( 3   2) <--> ( 5   7)        0.145099      0.003008      0.001914   WU     0.222036      0.141296
 ( 3   2) <--> ( 5   8)        0.387313      0.021430      0.013637   WU     1.582049      1.006758
 ( 3   2) <--> ( 5   9)        0.044771      0.000286      0.000182   WU     0.021139      0.013452
 ( 3   2) <--> ( 5  10)       -0.108925      0.001695      0.001079   WU     0.125128      0.079627
 ( 3   3) <--> ( 5   1)       -0.346290      0.017131      0.010902   WU     1.264666      0.804788
 ( 3   3) <--> ( 5   2)        0.787226      0.088532      0.056339   WU     6.535749      4.159113
 ( 3   3) <--> ( 5   3)       -4.030497      2.320701      1.476810   WU   171.322344    109.023310
 ( 3   3) <--> ( 5   4)       -3.365370      1.617959      1.029610   WU   119.443454     76.009471
 ( 3   3) <--> ( 5   5)        5.124603      3.751651      2.387414   WU   276.960166    176.247378
 ( 3   3) <--> ( 5   6)       -0.009818      0.000014      0.000009   WU     0.001017      0.000647
 ( 3   3) <--> ( 5   7)        0.353672      0.017869      0.011371   WU     1.319165      0.839469
 ( 3   3) <--> ( 5   8)        0.657677      0.061791      0.039322   WU     4.561654      2.902870
 ( 3   3) <--> ( 5   9)       -0.101949      0.001485      0.000945   WU     0.109614      0.069754
 ( 3   3) <--> ( 5  10)       -0.100312      0.001437      0.000915   WU     0.106121      0.067531
 ( 3   4) <--> ( 5   1)       -0.140507      0.002820      0.001795   WU     0.208204      0.132494
 ( 3   4) <--> ( 5   2)       -0.715114      0.073055      0.046490   WU     5.393208      3.432041
 ( 3   4) <--> ( 5   3)       -0.170433      0.004150      0.002641   WU     0.306340      0.194944
 ( 3   4) <--> ( 5   4)        2.913051      1.212266      0.771442   WU    89.493795     56.950597
 ( 3   4) <--> ( 5   5)       -1.816283      0.471269      0.299899   WU    34.790759     22.139574
 ( 3   4) <--> ( 5   6)       -6.706256      6.424838      4.088533   WU   474.304269    301.829990
 ( 3   4) <--> ( 5   7)        2.807736      1.126197      0.716671   WU    83.139864     52.907186
 ( 3   4) <--> ( 5   8)        1.381269      0.272558      0.173446   WU    20.121179     12.804387
 ( 3   4) <--> ( 5   9)       -0.672639      0.064635      0.041131   WU     4.771565      3.036450
 ( 3   4) <--> ( 5  10)        0.022581      0.000073      0.000046   WU     0.005378      0.003422
 ( 3   5) <--> ( 5   1)       -0.000223      0.000000      0.000000   WU     0.000001      0.000000
 ( 3   5) <--> ( 5   2)        1.085543      0.168343      0.107128   WU    12.427694      7.908532
 ( 3   5) <--> ( 5   3)        0.485013      0.033605      0.021385   WU     2.480870      1.578735
 ( 3   5) <--> ( 5   4)        1.683272      0.404772      0.257582   WU    29.881720     19.015640
 ( 3   5) <--> ( 5   5)       -3.502297      1.752298      1.115099   WU   129.360851     82.320541
 ( 3   5) <--> ( 5   6)       -2.127965      0.646891      0.411658   WU    47.755754     30.390025
 ( 3   5) <--> ( 5   7)       -3.304048      1.559533      0.992430   WU   115.130247     73.264703
 ( 3   5) <--> ( 5   8)        3.940692      2.218436      1.411732   WU   163.772803    104.219056
 ( 3   5) <--> ( 5   9)        2.306072      0.759710      0.483452   WU    56.084476     35.690121
 ( 3   5) <--> ( 5  10)        0.086150      0.001060      0.000675   WU     0.078271      0.049809
 ( 3   6) <--> ( 5   1)        0.168280      0.004045      0.002574   WU     0.298650      0.190050
 ( 3   6) <--> ( 5   2)        0.736618      0.077515      0.049328   WU     5.722447      3.641557
 ( 3   6) <--> ( 5   3)        0.237462      0.008055      0.005126   WU     0.594682      0.378434
 ( 3   6) <--> ( 5   4)        0.377474      0.020355      0.012953   WU     1.502695      0.956260
 ( 3   6) <--> ( 5   5)        1.764524      0.444792      0.283050   WU    32.836130     20.895719
 ( 3   6) <--> ( 5   6)       -1.081508      0.167094      0.106333   WU    12.335488      7.849856
 ( 3   6) <--> ( 5   7)        2.749581      1.080028      0.687290   WU    79.731462     50.738203
 ( 3   6) <--> ( 5   8)       -2.361025      0.796349      0.506767   WU    58.789276     37.411357
 ( 3   6) <--> ( 5   9)       -0.816405      0.095217      0.060592   WU     7.029236      4.473150
 ( 3   6) <--> ( 5  10)       -1.571327      0.352724      0.224461   WU    26.039354     16.570498
 ( 3   7) <--> ( 5   1)       -0.048891      0.000341      0.000217   WU     0.025209      0.016042
 ( 3   7) <--> ( 5   2)        0.042816      0.000262      0.000167   WU     0.019333      0.012303
 ( 3   7) <--> ( 5   3)       -0.026370      0.000099      0.000063   WU     0.007334      0.004667
 ( 3   7) <--> ( 5   4)        0.221525      0.007010      0.004461   WU     0.517536      0.329341
 ( 3   7) <--> ( 5   5)        0.323157      0.014919      0.009494   WU     1.101347      0.700857
 ( 3   7) <--> ( 5   6)        4.179621      2.495605      1.588112   WU   184.234381    117.240060
 ( 3   7) <--> ( 5   7)        1.879042      0.504400      0.320982   WU    37.236576     23.696003
 ( 3   7) <--> ( 5   8)       -4.226928      2.552417      1.624265   WU   188.428433    119.909003
 ( 3   7) <--> ( 5   9)       -0.081411      0.000947      0.000603   WU     0.069898      0.044480
 ( 3   7) <--> ( 5  10)        6.392079      5.836954      3.714425   WU   430.904581    274.212006
 ( 3   8) <--> ( 5   1)        0.034588      0.000171      0.000109   WU     0.012617      0.008029
 ( 3   8) <--> ( 5   2)        0.136083      0.002646      0.001684   WU     0.195301      0.124283
 ( 3   8) <--> ( 5   3)       -0.049371      0.000348      0.000222   WU     0.025706      0.016358
 ( 3   8) <--> ( 5   4)        0.041232      0.000243      0.000155   WU     0.017930      0.011410
 ( 3   8) <--> ( 5   5)        0.351655      0.017666      0.011242   WU     1.304159      0.829920
 ( 3   8) <--> ( 5   6)        0.027919      0.000111      0.000071   WU     0.008220      0.005231
 ( 3   8) <--> ( 5   7)        0.153001      0.003344      0.002128   WU     0.246879      0.157105
 ( 3   8) <--> ( 5   8)        0.741173      0.078477      0.049940   WU     5.793429      3.686727
 ( 3   8) <--> ( 5   9)       -3.894490      2.166722      1.378823   WU   159.955087    101.789601
 ( 3   8) <--> ( 5  10)        0.156548      0.003501      0.002228   WU     0.258458      0.164473
 ( 3   9) <--> ( 5   1)        0.073235      0.000766      0.000488   WU     0.056564      0.035995
 ( 3   9) <--> ( 5   2)        0.143013      0.002922      0.001859   WU     0.215698      0.137262
 ( 3   9) <--> ( 5   3)        0.105617      0.001594      0.001014   WU     0.117642      0.074863
 ( 3   9) <--> ( 5   4)        0.229545      0.007527      0.004790   WU     0.555690      0.353621
 ( 3   9) <--> ( 5   5)        0.182926      0.004780      0.003042   WU     0.352896      0.224570
 ( 3   9) <--> ( 5   6)        0.243381      0.008462      0.005385   WU     0.624697      0.397534
 ( 3   9) <--> ( 5   7)       -0.106962      0.001634      0.001040   WU     0.120658      0.076783
 ( 3   9) <--> ( 5   8)        1.854216      0.491160      0.312556   WU    36.259146     23.074002
 ( 3   9) <--> ( 5   9)        1.016885      0.147722      0.094005   WU    10.905375      6.939784
 ( 3   9) <--> ( 5  10)       -1.349335      0.260101      0.165519   WU    19.201560     12.219174
 ( 3  10) <--> ( 5   1)       -0.049278      0.000347      0.000221   WU     0.025610      0.016297
 ( 3  10) <--> ( 5   2)       -0.066970      0.000641      0.000408   WU     0.047300      0.030100
 ( 3  10) <--> ( 5   3)       -0.094864      0.001286      0.000818   WU     0.094907      0.060395
 ( 3  10) <--> ( 5   4)       -0.021251      0.000065      0.000041   WU     0.004763      0.003031
 ( 3  10) <--> ( 5   5)       -0.082279      0.000967      0.000615   WU     0.071396      0.045434
 ( 3  10) <--> ( 5   6)       -0.091670      0.001200      0.000764   WU     0.088624      0.056397
 ( 3  10) <--> ( 5   7)        0.211180      0.006371      0.004054   WU     0.470331      0.299302
 ( 3  10) <--> ( 5   8)        0.184669      0.004872      0.003100   WU     0.359656      0.228872
 ( 3  10) <--> ( 5   9)       -0.470811      0.031666      0.020151   WU     2.337708      1.487633
 ( 3  10) <--> ( 5  10)       -4.733590      3.200982      2.036988   WU   236.307799    150.377690
 ( 4   1) <--> ( 4   1)        0.645391      0.486686   (eb)
 ( 4   2) <--> ( 4   1)       -2.565599      0.731366      0.731366   WU    53.992044     53.992044
 ( 4   2) <--> ( 4   2)        0.177534      0.133878   (eb)
 ( 4   3) <--> ( 4   1)        0.483058      0.025927      0.025927   WU     1.914037      1.914037
 ( 4   3) <--> ( 4   2)       -2.240426      0.557723      0.557723   WU    41.173116     41.173116
 ( 4   3) <--> ( 4   3)       -0.433128     -0.326620   (eb)
 ( 4   4) <--> ( 4   1)       -0.119313      0.001582      0.001582   WU     0.116769      0.116769
 ( 4   4) <--> ( 4   2)        2.275292      0.575217      0.575217   WU    42.464547     42.464547
 ( 4   4) <--> ( 4   3)        0.297776      0.009852      0.009852   WU     0.727332      0.727332
 ( 4   4) <--> ( 4   4)       -0.275737     -0.207932   (eb)
 ( 4   5) <--> ( 4   1)        0.033127      0.000122      0.000122   WU     0.009002      0.009002
 ( 4   5) <--> ( 4   2)       -0.258873      0.007446      0.007446   WU     0.549702      0.549702
 ( 4   5) <--> ( 4   3)       -0.137283      0.002094      0.002094   WU     0.154591      0.154591
 ( 4   5) <--> ( 4   4)       -3.350841      1.247571      1.247571   WU    92.100091     92.100091
 ( 4   5) <--> ( 4   5)       -2.119445     -1.598264   (eb)
 ( 4   6) <--> ( 4   1)        0.069491      0.000537      0.000537   WU     0.039610      0.039610
 ( 4   6) <--> ( 4   2)       -0.210696      0.004933      0.004933   WU     0.364138      0.364138
 ( 4   6) <--> ( 4   3)        0.616116      0.042178      0.042178   WU     3.113700      3.113700
 ( 4   6) <--> ( 4   4)       -0.704622      0.055166      0.055166   WU     4.072538      4.072538
 ( 4   6) <--> ( 4   5)        2.912742      0.942674      0.942674   WU    69.591545     69.591545
 ( 4   6) <--> ( 4   6)       -2.350951     -1.772842   (eb)
 ( 4   7) <--> ( 4   1)        0.043256      0.000208      0.000208   WU     0.015348      0.015348
 ( 4   7) <--> ( 4   2)       -0.023523      0.000061      0.000061   WU     0.004539      0.004539
 ( 4   7) <--> ( 4   3)        0.264947      0.007800      0.007800   WU     0.575798      0.575798
 ( 4   7) <--> ( 4   4)        0.849545      0.080192      0.080192   WU     5.920045      5.920045
 ( 4   7) <--> ( 4   5)       -4.296124      2.050742      2.050742   WU   151.393054    151.393054
 ( 4   7) <--> ( 4   6)        1.964059      0.428614      0.428614   WU    31.641825     31.641825
 ( 4   7) <--> ( 4   7)       -5.007899     -3.776434   (eb)
 ( 4   8) <--> ( 4   1)       -0.015094      0.000025      0.000025   WU     0.001869      0.001869
 ( 4   8) <--> ( 4   2)       -0.522013      0.030277      0.030277   WU     2.235189      2.235189
 ( 4   8) <--> ( 4   3)        0.648998      0.046800      0.046800   WU     3.454923      3.454923
 ( 4   8) <--> ( 4   4)        0.246700      0.006762      0.006762   WU     0.499219      0.499219
 ( 4   8) <--> ( 4   5)        0.461987      0.023715      0.023715   WU     1.750701      1.750701
 ( 4   8) <--> ( 4   6)        0.766927      0.065353      0.065353   WU     4.824592      4.824592
 ( 4   8) <--> ( 4   7)       -1.433641      0.228370      0.228370   WU    16.859048     16.859048
 ( 4   8) <--> ( 4   8)       -2.243661     -1.691934   (eb)
 ( 4   9) <--> ( 4   1)        0.039823      0.000176      0.000176   WU     0.013008      0.013008
 ( 4   9) <--> ( 4   2)       -0.190938      0.004051      0.004051   WU     0.299045      0.299045
 ( 4   9) <--> ( 4   3)        0.116668      0.001512      0.001512   WU     0.111650      0.111650
 ( 4   9) <--> ( 4   4)        0.178299      0.003532      0.003532   WU     0.260766      0.260766
 ( 4   9) <--> ( 4   5)       -2.668297      0.791090      0.791090   WU    58.401069     58.401069
 ( 4   9) <--> ( 4   6)       -3.291054      1.203449      1.203449   WU    88.842846     88.842846
 ( 4   9) <--> ( 4   7)        3.927522      1.713937      1.713937   WU   126.528891    126.528891
 ( 4   9) <--> ( 4   8)        2.150580      0.513888      0.513888   WU    37.937051     37.937051
 ( 4   9) <--> ( 4   9)       -1.914212     -1.443498   (eb)
 ( 4  10) <--> ( 4   1)        0.077789      0.000672      0.000672   WU     0.049635      0.049635
 ( 4  10) <--> ( 4   2)        0.042349      0.000199      0.000199   WU     0.014711      0.014711
 ( 4  10) <--> ( 4   3)       -0.151124      0.002538      0.002538   WU     0.187334      0.187334
 ( 4  10) <--> ( 4   4)       -0.471130      0.024663      0.024663   WU     1.820683      1.820683
 ( 4  10) <--> ( 4   5)       -0.342350      0.013023      0.013023   WU     0.961373      0.961373
 ( 4  10) <--> ( 4   6)       -1.941809      0.418958      0.418958   WU    30.928953     30.928953
 ( 4  10) <--> ( 4   7)        0.398631      0.017656      0.017656   WU     1.303448      1.303448
 ( 4  10) <--> ( 4   8)       -0.981574      0.107054      0.107054   WU     7.903126      7.903126
 ( 4  10) <--> ( 4   9)        5.753361      3.677907      3.677907   WU   271.516113    271.516113
 ( 4  10) <--> ( 4  10)        0.007261      0.005475   (eb)
 ( 4   1) <--> ( 5   1)        1.255175      0.175052      0.143224   WU    12.922926     10.573303
 ( 4   1) <--> ( 5   2)       -0.021810      0.000053      0.000043   WU     0.003902      0.003192
 ( 4   1) <--> ( 5   3)        0.138701      0.002138      0.001749   WU     0.157803      0.129111
 ( 4   1) <--> ( 5   4)       -0.054378      0.000329      0.000269   WU     0.024255      0.019845
 ( 4   1) <--> ( 5   5)        0.068831      0.000526      0.000431   WU     0.038862      0.031796
 ( 4   1) <--> ( 5   6)       -0.045914      0.000234      0.000192   WU     0.017292      0.014148
 ( 4   1) <--> ( 5   7)       -0.002853      0.000001      0.000001   WU     0.000067      0.000055
 ( 4   1) <--> ( 5   8)       -0.003093      0.000001      0.000001   WU     0.000078      0.000064
 ( 4   1) <--> ( 5   9)        0.003525      0.000001      0.000001   WU     0.000102      0.000083
 ( 4   1) <--> ( 5  10)        0.027860      0.000086      0.000071   WU     0.006367      0.005209
 ( 4   2) <--> ( 5   1)       -2.493391      0.690777      0.565182   WU    50.995639     41.723705
 ( 4   2) <--> ( 5   2)        1.027765      0.117367      0.096027   WU     8.664436      7.089084
 ( 4   2) <--> ( 5   3)        0.138057      0.002118      0.001733   WU     0.156339      0.127914
 ( 4   2) <--> ( 5   4)        0.151896      0.002564      0.002098   WU     0.189255      0.154845
 ( 4   2) <--> ( 5   5)        0.151928      0.002565      0.002098   WU     0.189334      0.154910
 ( 4   2) <--> ( 5   6)        0.014970      0.000025      0.000020   WU     0.001838      0.001504
 ( 4   2) <--> ( 5   7)        0.049524      0.000273      0.000223   WU     0.020118      0.016460
 ( 4   2) <--> ( 5   8)        0.112883      0.001416      0.001158   WU     0.104523      0.085519
 ( 4   2) <--> ( 5   9)        0.002415      0.000001      0.000001   WU     0.000048      0.000039
 ( 4   2) <--> ( 5  10)        0.039258      0.000171      0.000140   WU     0.012642      0.010343
 ( 4   3) <--> ( 5   1)        0.135819      0.002050      0.001677   WU     0.151311      0.123800
 ( 4   3) <--> ( 5   2)       -3.835692      1.634726      1.337503   WU   120.681252     98.739206
 ( 4   3) <--> ( 5   3)        0.235772      0.006177      0.005054   WU     0.455972      0.373068
 ( 4   3) <--> ( 5   4)       -0.316232      0.011111      0.009091   WU     0.820286      0.671143
 ( 4   3) <--> ( 5   5)        0.189712      0.003999      0.003272   WU     0.295218      0.241542
 ( 4   3) <--> ( 5   6)       -0.098927      0.001087      0.000890   WU     0.080276      0.065680
 ( 4   3) <--> ( 5   7)       -0.016427      0.000030      0.000025   WU     0.002213      0.001811
 ( 4   3) <--> ( 5   8)        0.134452      0.002009      0.001643   WU     0.148280      0.121320
 ( 4   3) <--> ( 5   9)        0.061728      0.000423      0.000346   WU     0.031255      0.025572
 ( 4   3) <--> ( 5  10)        0.057933      0.000373      0.000305   WU     0.027530      0.022525
 ( 4   4) <--> ( 5   1)       -0.078557      0.000686      0.000561   WU     0.050620      0.041417
 ( 4   4) <--> ( 5   2)        2.065131      0.473863      0.387706   WU    34.982223     28.621819
 ( 4   4) <--> ( 5   3)        0.976362      0.105920      0.086662   WU     7.819409      6.397699
 ( 4   4) <--> ( 5   4)       -0.089236      0.000885      0.000724   WU     0.065318      0.053442
 ( 4   4) <--> ( 5   5)        0.443275      0.021833      0.017863   WU     1.611757      1.318711
 ( 4   4) <--> ( 5   6)       -0.177862      0.003515      0.002876   WU     0.259490      0.212310
 ( 4   4) <--> ( 5   7)       -0.038255      0.000163      0.000133   WU     0.012004      0.009821
 ( 4   4) <--> ( 5   8)        0.126712      0.001784      0.001460   WU     0.131701      0.107756
 ( 4   4) <--> ( 5   9)        0.065411      0.000475      0.000389   WU     0.035096      0.028715
